章番号,問題番号,分類名称,問題文,選択肢１,選択肢２,選択肢３,選択肢４,選択肢５,解答番号,解答,解説
SECT012,Q0010,PBR,自己資本簿価1000億円、ROE10%、サステナブル成長率4%、均衡期待収益率が12％のとき、この企業のPBRについて正しいものはどれですか。ただし、今は配当落ち直後であり、有利子負債はなく、発行済株式数は1億株であり、配当はサステイナブル成長率で永続的に成長すると仮定し、株式の均衡期待収益率はCAPMに従って形成される。リスクフリー・レートは２％、マーケット・リスクプレミアムは５％である。理論株価の算出には配当割引モデル を用いて良い。,1倍を下回る。,1倍に等しい。,1倍を上回る。,一概に言えない,【５】-,1,1倍を下回る。,サステイナブル成長率の算出式を用いる。今回のY社の配当額を求める。#今期の当期純利益はROEが１０％、自己資本が1000億円なので、1000億円×１０％＝100億円となる。#サステイナブル成長率が４％、ROEが１０％であるから、配当性向は４％＝１０％×（１－配当性向）より、 配当性向＝１－０．４＝０．６＝６０％となり、配当額は６０億円と求まる。#よって、理論株価は60/(0.12-0.04)=750となる。#PBR(Price Book-Value Ratio：株価純資産倍率）＝株価/自己資本で750/1000=0.75となり1倍を下回る。
SECT012,Q0020,配当政策と理論株価,ROEが均衡(株主)期待収益率に等しい企業において、配当政策と理論株価について正しいものはどれですか。,配当性向を高めると株価は上昇する。,配当性向を高めると株価は下落する。,配当性向を高めても株価は変化しない。,配当性向と株価の関係は一概にはいえない。,【５】-,3,配当性向を高めても株価は変化しない。,理論株価＝配当額/(期待収益率－サステイナブル成長率）＝配当性向×当期純利益/(期待収益率　－　ROE×（１－配当性向））であるが、本題では期待収益率とROEが同一の値であるから、式にあてはめると、理論株価＝配当性向×当期純利益/ROE×配当性向＝当期純利益/ROEとなり、配当性向が株価に影響しないことがわかる
SECT012,Q0030,ROEと配当性向,A社の投資家の要求収益率は１５％で一定、サステイナブル成長率を１０％とし、ROE、配当性向はそれぞれ一定とする。当期EPS55円、当期DPS（一株配当)33円、当期期首BPS220円であるA社は負債を持たず配当支払い以外の資本取引を行わず配当は期末に支払われる。A社のROEと配当性向はそれぞれいくらですか。,ROEは２０％、配当性向は２０％,ROEは２０％、配当性向は５０％,ROEは２５％、配当性向は５０％,ROEは２５％、配当性向は６０％,【５】-,4,ROEは２５％、配当性向は６０％,ROE(Retrun on Equity:株主資本利益率)＝当期純利益/自己資本なので、55/220=25％となる。配当性向は配当額/当期純利益なので、33/55=0.6=60％となる。
SECT012,Q0040,EPSとDPS,A社の投資家の要求収益率は１５％で一定、サステイナブル成長率を１０％とし、ROE、配当性向はそれぞれ一定とする。前期EPS55円、前期DPS（一株配当)33円であるA社は負債を持たず配当支払い以外の資本取引を行わず配当は期末に支払われる。A社の当期1株当たり利益(EPS)と1株当たり配当(DPS)はそれぞれいくらですか。,EPSは55.0円、DPSは33.3円,EPSは60.0円、DPSは33.3円,EPSは60.0円、DPSは36.3円,EPSは60.5円、DPSは36.3円,【５】-,4,EPSは60.5円、DPSは36.3円,サステイナブル成長で配当性向が一定なので、利益もサステイナブル成長率で成長する。よって、1.1×55=60.5#DPSも同様に33×1.1＝36.3
SECT012,Q0050,残余利益モデル,残余利益モデルに関する次の記述のうち、正しくないものはどれですか。,残余利益とは、純利益から期首自己資本に要求期待収益率を掛けたものを差引いた結果である。,毎期の残余利益の割引現在価値合計が、株式の理論価値となる。,クリーンサープラス関係を前提とすれば、今期純利益と今期期首自己資本の和から今期期末自己資本を差引いたものが、今期配当に等しい。,クリーンサープラス関係を前提とすれば、残余利益モデルは配当利益モデルと整合的なことを示すことができる。,【５】-,2,毎期の残余利益の割引現在価値合計が、株式の理論価値となる。,毎期の残余利益の割引現在価値合計と期首の自己資本の和が株式の理論価値となるため、2が誤り。
SECT012,Q0060,残余利益モデル,A社の投資家の要求収益率は15%で一定、サステイナブル成長率を10%とし、ROE、配当性向はそれぞれ一定とする。今期一株あたり残余利益22円、期首BPS220であるA社は負債を持たず配当支払い以外の資本取引を行わず配当は期末に支払われる。残余利益モデルにおける理論株価による第2期期首のA社株式の理論株価はいくらですか。,600.0円,660.0円,666.7円,781.2円,【５】-,2,660.0円,理論株価＝自己資本＋今期残余利益/(要求収益率－サステイナブル成長率)#であるから、220+22/(0.15-0.1)=55+22×0.05=660円
SECT012,Q0070,残余利益とBPS,期待収益率15%で一定、当期EPS60円、当期BPS242円、前期期首BPSが220円、前期残余利益が22円の時、当期のBPS(期首)と1株当たり残余利益はそれぞれいくらですか。,BPSは231円、1株当たり残余利益は20.0円。,BPSは242円、1株当たり残余利益は22.0円。,BPSは242円、1株当たり残余利益は23.7円。,BPSは288円、1株当たり残余利益は24.2円。,【５】-,3,BPSは242円、1株当たり残余利益は23.7円。,前期BPSと前期残余利益から当期BPSは220+22=242円となる。#残余利益＝純利益 - BPS×要求収益率＝60　-　242×0.15＝60-36.3＝23.7円
SECT012,Q0080,債券利回り,債券の利回りに関する次の記述のうち、正しくないものはどれですか。,直接利回りには、満期まで保有した場合のキャピタルゲインまたはロスが考慮されていない。,アンダーパー債券の最終利回りはキャピタルロスを考慮しているため、同債券の直接利回りより低い。,オーバーパー債券では、単利最終利回りは複利最終利回りより低い。,アンダーパー債券では、クーポンレートは複利最終利回りより低い。,【５】-,2,アンダーパー債券の最終利回りはキャピタルロスを考慮しているため、同債券の直接利回りより低い。,アンダーパー債券の最終利回りはキャピタルゲインとなり、直接利回りプラス、売却益があるので、直接利回りより高い。#アンダーパー債券・・・債券価格が額面より低い債券。#オーバーパー債券・・・債券価格が額面より高い債券。#最終利回り・・・債券の現在価格と将来キャッシュフローの割引現在価値を等しくする１つの割引率。#直接利回り・・・債券から得られる利益のうち利子だけを評価する利回り。#単利最終利回り・・・利子と償還損益を評価した利回り。償還損益を残存年で均等に割って利回りを算出する。#複利最終利回り・・・利子と償還損益を評価した利回り。各年の利子（クーポン）を次年度に再投資すると考える。
SECT012,Q0090,債券価格,額面１００円、年１回利払い、クーポンレート１．２％、残存期間５年の債券の最終利回りが１．２％のとき、この債券の１年間の所有期間利回りが １．３％となる１年後の債券価格はいくらですか。なお、現在は利払い直後とする。,９９．２３円,１００．１０円,１０１．３５円,１０２．８５円,【５】-,2,１００．１０円,最終利回りがクーポンレートと同一なので、現在の債券価格は１００円ということがわかる。#よって、１年後の債券価格をPとすると、（P＋１．２）/１＋０．０１３＝１００となり、#１０１．３＝P＋１．２　よって、P＝１００．１となる。
SECT012,Q0100,利回り曲線,利回り曲線に関する次の記述のうち、正しくないものはどれですか。,純イールドが多い理由の１つは、長期債投資の方が短期債投資よりリスクが高いので、高いリスクプレミアムを要求するためと考えられる。,逆イールドの背景には、金融引締め政策の実行により短期金利は急速に上昇するが、高金利は長期間続かないと市場が判断して、長期金利はそれほど 上がらないというものが考えられる。,中期の金利が長期や短期と比べて高いこぶ状のイールドカーブは、純イールドから逆イールドへ移行する際に見られ、市場の効率性に反する。,純期待仮説では、現在の長期金利に含まれているフォワードレートは将来の短期金利の期待値と等しいと説明するので、右上がりの利回り曲線には 将来の短期金利上昇の予想が含まれていると考える。,【５】-,3,中期の金利が長期や短期と比べて高いこぶ状のイールドカーブは、純イールドから逆イールドへ移行する際に見られ、市場の効率性に反する。,純イールド・・・右上がりの利回り曲線。純イールドとなる頻度が高い理由として短期投資より長期投資の方がリスクが高いためリスクプレミアムがかかるためと考えられる。 また、将来短期金利が上昇するという予想も含まれている。#逆イールド・・・右下がりの利回り曲線。金融当局が金融引き締め政策を実施した結果、短期金利は急速に上昇するが長期に続かないと考えられるため、長期金利はそれほど 上昇しない等の理由が考えられる。#純イールドと逆イールド間の移行中間・・・純イールドから逆イールド、または逆イールドから純イールドへの移行の中間において中期が最も低く、短期、長期が高い 形やその逆の中期が最も高いこぶ状の計上を示す形もある。#純粋期待仮説・・長期金利というのは、短期金利が将来どのようになるのかという予想のみを純粋に反映しているという仮説。#流動性プレミアム仮説・・・短期債と長期債では長期債の方が流動性が小さい。よって、その分長期債の方がリスクプレミアムが発生し、金利が高くなるという仮説。#市場分断仮説・・・短期資金市場の参加者と長期資金市場の参加者は異なるため、期間の異なる資金市場ではそれぞれの需給で金利が決まるという仮説。
[EOF],,,,,,,,,,,
